,user_id,fin_body,drug_body,mental_body,rela_body,suicide_body,hopeless_body,motivations
76,7658,0,0,0,1,0,0,1
77,7662,0,0,0,1,0,0,1
78,7801,0,0,0,0,0,0,0
79,7864,0,0,0,0,0,0,0
80,7904,1,1,1,1,1,0,5
81,8215,1,1,0,1,1,0,4
82,8454,1,0,1,0,1,0,3
83,8554,0,0,0,0,0,0,0
84,8588,1,0,0,1,0,1,2
85,8622,0,0,0,1,0,1,1
86,8720,1,1,1,1,1,0,5
87,8759,0,1,1,1,1,0,4
88,8821,0,0,0,0,0,0,0
89,8874,0,1,1,1,1,0,4
90,8907,0,0,0,0,0,0,0
91,8961,0,0,1,0,0,0,1
92,8967,0,1,0,0,0,0,1
93,9079,1,0,0,0,1,0,2
94,9174,0,0,0,0,0,0,0
95,9212,1,1,0,0,0,0,2
96,9398,1,0,0,1,1,0,3
97,9583,0,0,0,0,0,0,0
98,9605,0,0,0,1,0,0,1
99,9658,1,1,0,1,0,0,3
100,9787,1,1,0,1,1,0,4
101,9945,0,0,0,0,0,0,0
102,10146,1,0,0,1,1,0,3
103,10171,1,1,1,1,0,0,4
104,10276,1,1,1,0,0,0,3
105,10283,1,0,0,1,1,0,3
106,10287,0,1,0,1,0,0,2
107,10360,1,1,1,1,1,0,5
108,10400,1,1,1,1,1,0,5
109,10701,0,1,0,1,0,0,2
110,10753,1,1,1,1,0,0,4
111,10799,0,1,0,1,0,0,2
112,10835,1,1,1,1,1,1,5
113,10869,1,1,1,1,1,0,5
114,10914,1,1,1,1,0,0,4
115,10977,1,1,0,1,1,0,4
116,11349,0,1,0,0,0,0,1
117,11455,0,1,1,1,0,0,3
118,11464,0,1,1,1,1,0,4
119,11534,0,0,1,1,1,0,3
120,11885,1,1,1,0,1,0,4
121,11907,1,1,1,1,1,0,5
122,11978,1,1,0,1,0,0,3
123,12096,1,1,0,1,0,0,3
124,12192,1,1,0,0,0,0,2
125,12216,0,0,0,1,0,0,1
126,12447,0,0,1,0,0,0,1
127,12900,1,1,0,1,0,1,3
128,13018,1,1,1,1,1,1,5
129,13074,0,0,1,0,0,0,1
130,13197,1,1,1,1,1,0,5
131,13199,1,1,0,1,0,0,3
132,13221,1,0,1,0,0,0,2
133,13291,0,0,0,0,0,0,0
134,13317,1,1,1,1,0,1,4
135,13347,0,0,0,0,0,0,0
136,13704,0,0,0,0,0,0,0
137,13750,1,0,0,1,0,0,2
138,13814,0,0,0,1,1,0,2
139,13957,0,0,0,0,0,0,0
140,13995,0,0,0,0,1,0,1
141,14406,0,0,0,0,0,0,0
142,14492,0,0,1,1,0,0,2
143,14542,1,1,1,1,0,0,4
144,14574,1,1,1,1,1,0,5
145,14623,0,0,1,0,0,0,1
146,14635,0,0,0,0,0,0,0
147,14637,0,0,0,0,1,0,1
148,15000,1,1,1,1,1,0,5
149,15033,0,0,0,0,0,0,0
150,15127,1,1,0,1,1,0,4
151,15152,0,0,0,0,0,0,0
152,15163,1,0,0,1,1,0,3
153,15195,0,1,0,1,0,0,2
154,15355,0,1,0,1,0,0,2
155,15416,1,1,1,1,0,1,4
156,15566,0,1,0,0,0,0,1
157,15611,1,1,1,1,1,0,5
158,15696,0,1,0,0,0,1,1
159,15769,1,1,1,1,0,0,4
160,15870,0,0,0,0,1,0,1
161,15914,1,1,0,1,1,0,4
162,15979,0,1,0,1,1,0,3
163,15984,1,1,0,1,1,0,4
164,16035,1,0,0,1,1,0,3
165,16093,1,1,1,1,0,0,4
166,16175,1,0,1,1,0,0,3
167,16310,1,1,1,1,1,0,5
168,16392,1,0,0,1,1,1,3
169,16402,1,0,0,0,0,0,1
170,16441,0,1,1,0,0,0,2
171,16609,0,0,1,1,0,0,2
172,16719,0,0,0,0,0,0,0
173,16723,1,1,1,1,1,0,5
174,16768,0,1,0,0,0,0,1
175,16807,0,0,0,0,0,0,0
176,16927,0,0,1,0,0,0,1
177,16955,0,0,0,1,0,0,1
178,17406,1,0,0,0,0,0,1
179,17468,0,0,0,1,1,0,2
180,17708,0,1,0,1,1,0,3
181,17946,0,1,0,1,0,0,2
182,18136,0,0,1,1,0,0,2
183,18209,0,0,0,0,0,0,0
184,18262,0,1,1,0,0,0,2
185,18362,1,1,0,1,0,0,3
186,18482,0,1,0,1,0,0,2
187,18583,0,0,0,1,0,0,1
188,18647,0,1,0,1,1,0,3
189,18752,1,1,0,1,1,0,4
190,18787,0,1,0,1,0,0,2
191,18824,0,1,0,1,0,0,2
192,18869,1,0,0,1,1,0,3
193,19021,1,1,1,0,0,0,3
194,19089,1,1,1,1,0,0,4
195,19113,0,0,0,1,1,0,2
196,19339,0,0,0,0,0,0,0
197,19347,1,1,1,1,0,0,4
198,19368,0,0,0,1,1,0,2
199,19409,0,0,0,0,0,0,0
200,19512,0,1,0,0,1,0,2
201,19832,0,0,0,0,1,0,1
202,19871,0,1,0,0,0,0,1
203,19941,1,1,1,1,0,0,4
204,19955,1,0,0,1,0,0,2
205,19959,0,0,0,0,1,0,1
206,19994,1,0,1,1,1,0,4
207,20019,0,0,0,1,0,0,1
208,20127,1,0,1,1,0,0,3
209,20211,0,0,0,0,1,0,1
210,20386,0,0,0,0,0,0,0
211,20406,0,0,0,0,0,0,0
212,20488,0,0,1,0,1,0,2
213,20503,1,1,1,1,1,1,5
214,20508,0,0,0,0,0,0,0
215,20747,1,1,0,1,0,0,3
216,20841,1,1,0,1,1,1,4
217,20908,1,1,1,1,1,1,5
218,21174,1,0,1,1,0,0,3
219,21291,1,0,1,0,0,0,2
220,21485,0,0,0,0,0,0,0
221,21773,0,1,1,0,0,0,2
222,21780,1,0,0,1,1,0,3
223,21808,0,0,0,0,0,0,0
224,21909,0,1,0,1,1,0,3
225,21999,1,0,1,1,1,0,4
226,22002,0,1,1,0,0,0,2
227,22006,0,0,1,0,1,0,2
228,22015,1,1,1,1,1,0,5
229,22134,0,1,1,1,1,0,4
230,22354,1,0,0,1,0,0,2
231,22733,0,0,0,1,1,0,2
232,22913,0,0,0,1,0,0,1
233,23308,0,1,0,1,1,0,3
234,23785,0,0,0,1,1,0,2
235,24169,1,1,0,1,0,0,3
236,24226,0,1,1,1,1,0,4
237,24255,1,1,1,1,1,0,5
238,24836,1,1,1,1,1,0,5
239,24839,0,0,0,0,0,0,0
240,25055,0,0,0,0,0,0,0
241,25368,1,1,1,1,1,0,5
242,25479,0,0,0,1,0,1,1
243,25499,1,1,1,1,1,0,5
244,25502,0,0,0,0,0,0,0
245,25865,1,0,0,1,0,0,2
246,26024,1,0,0,1,0,0,2
247,26047,1,1,0,1,0,0,3
248,26174,0,0,0,0,0,0,0
249,26179,0,0,0,0,0,0,0
250,26244,0,1,1,1,1,0,4
251,26306,0,0,0,0,0,0,0
252,26433,0,0,0,0,0,0,0
253,26474,1,1,1,1,1,1,5
254,26545,0,1,1,1,0,0,3
255,26646,1,1,1,1,0,0,4
256,26683,1,1,0,1,0,0,3
257,26741,1,1,0,1,0,0,3
258,26849,1,0,1,0,0,0,2
259,26864,1,1,1,1,1,0,5
260,26915,1,1,1,1,1,0,5
261,27116,1,0,0,0,0,0,1
262,27149,1,0,0,0,0,0,1
263,27495,1,1,1,1,0,0,4
264,27553,1,1,0,1,0,0,3
265,27668,1,1,0,1,1,1,4
266,27877,0,0,0,1,0,0,1
267,28071,1,1,1,1,0,0,4
268,28252,0,0,0,1,0,0,1
269,28380,0,0,0,0,0,0,0
270,28703,0,0,0,1,1,0,2
271,28721,1,1,1,1,1,0,5
272,28983,0,0,0,0,1,0,1
273,29020,1,1,1,1,1,0,5
274,29053,0,1,1,0,1,0,3
275,29216,0,0,0,1,0,0,1
276,29426,0,1,0,0,1,0,2
277,29434,0,0,0,1,0,0,1
278,29478,0,0,0,0,1,0,1
279,29598,1,1,1,1,1,0,5
280,29627,0,1,0,1,1,0,3
281,29644,0,1,1,1,1,0,4
282,29648,1,0,1,1,0,0,3
283,30049,0,0,0,1,1,0,2
284,30107,0,0,0,0,0,0,0
285,30316,1,1,1,1,1,1,5
286,30432,1,1,1,1,1,0,5
287,30566,1,1,1,1,1,0,5
288,30759,0,0,0,0,0,0,0
289,30945,1,0,0,0,0,0,1
290,30972,0,1,0,1,0,0,2
291,30974,0,0,0,0,1,0,1
292,31083,1,1,0,1,0,0,3
293,31287,0,1,0,0,1,0,2
294,31300,1,0,1,1,0,0,3
295,31370,0,0,0,1,0,0,1
296,31691,1,0,1,1,0,0,3
297,31724,0,0,0,0,0,0,0
298,31839,1,1,1,1,1,0,5
299,32057,0,0,1,0,0,0,1
300,32063,1,1,1,1,0,1,4
301,32114,1,1,0,1,1,0,4
302,32144,1,1,1,1,0,0,4
303,32225,0,0,0,0,1,0,1
304,32261,0,1,0,0,0,0,1
305,32267,0,0,0,0,0,0,0
306,32280,0,0,0,1,1,0,2
307,32463,0,0,0,0,0,1,0
308,32599,1,0,1,0,0,0,2
309,32621,0,1,0,1,0,0,2
310,32625,0,1,0,1,1,0,3
311,32730,0,1,1,1,1,0,4
312,32775,0,0,1,1,0,0,2
313,32819,0,1,0,1,0,0,2
314,32938,1,1,0,1,1,0,4
315,32960,1,1,1,1,1,0,5
316,33250,1,1,1,0,1,0,4
317,33301,1,1,0,1,1,0,4
318,33416,0,1,1,0,1,0,3
319,33604,1,1,1,1,1,0,5
320,33620,0,0,0,0,0,0,0
321,33687,0,0,1,1,0,0,2
322,33749,0,0,0,1,0,1,1
323,33917,0,1,0,1,0,0,2
324,33936,0,0,1,1,1,1,3
325,33973,0,0,0,1,0,0,1
326,33996,0,0,0,0,0,0,0
327,34135,0,0,0,1,0,0,1
328,34169,1,0,1,1,1,1,4
329,34271,0,1,1,1,1,0,4
330,34375,1,1,0,1,0,0,3
331,34533,0,0,0,0,0,0,0
332,34567,1,0,0,1,0,0,2
333,34677,0,1,1,0,0,0,2
334,34712,0,0,1,0,0,0,1
335,34960,0,0,0,0,0,1,0
336,35071,0,0,0,0,0,0,0
337,35089,1,1,1,1,0,1,4
338,35107,1,0,1,1,0,0,3
339,35398,0,0,0,0,1,0,1
340,35751,0,0,0,0,0,0,0
341,35819,0,0,0,0,0,0,0
342,35826,0,0,1,0,0,0,1
343,36154,0,0,0,0,0,0,0
344,36241,0,0,1,1,0,0,2
345,36558,1,1,1,1,1,0,5
346,36760,0,0,1,1,0,0,2
347,36766,1,1,1,1,1,0,5
348,36890,1,1,1,1,1,0,5
349,36927,0,1,1,1,0,0,3
350,36977,0,0,0,0,1,0,1
351,36990,0,0,0,0,1,0,1
352,37006,0,0,0,1,0,0,1
353,37521,0,0,0,1,0,0,1
354,37611,0,0,0,0,0,0,0
355,37840,1,1,1,1,1,1,5
356,37903,0,1,1,1,1,0,4
357,38058,0,0,1,0,0,0,1
358,38184,1,1,1,1,1,1,5
359,38379,0,0,0,0,1,0,1
360,38518,0,0,0,0,0,0,0
361,38526,1,0,1,1,1,0,4
362,38533,1,0,0,1,0,0,2
363,38629,1,1,1,1,1,1,5
364,39188,0,0,0,0,0,0,0
365,39330,1,0,1,1,1,0,4
366,39369,0,0,0,0,0,0,0
367,39474,0,1,1,1,0,0,3
368,39495,0,0,0,0,0,0,0
369,39562,1,1,1,1,1,0,5
370,39636,1,0,0,1,0,0,2
371,39703,1,0,0,1,0,0,2
372,39819,0,0,0,0,0,0,0
373,39980,0,0,0,1,0,0,1
374,40034,0,0,1,1,0,0,2
375,40130,1,1,0,1,1,0,4
376,40225,1,1,1,1,1,1,5
377,40424,0,0,0,1,0,0,1
378,40448,0,0,0,1,0,0,1
379,40522,0,1,0,1,0,0,2
380,40703,0,1,1,1,1,1,4
381,40756,1,1,1,1,1,0,5
382,40823,1,0,1,1,0,0,3
383,40919,0,0,0,1,0,0,1
384,40976,0,0,0,0,0,0,0
385,41059,1,1,1,1,0,0,4
386,41192,0,1,0,1,1,0,3
387,41528,0,0,0,1,1,0,2
388,41711,1,0,1,0,0,1,2
389,42188,1,1,1,0,0,0,3
390,42285,0,0,0,1,0,0,1
391,42349,0,0,0,0,0,0,0
392,42355,1,1,1,1,1,0,5
393,42543,1,1,1,1,1,1,5
394,42685,0,0,0,0,0,0,0
395,42705,1,0,1,1,0,0,3
396,42748,1,1,1,1,0,0,4
397,42934,1,0,1,1,1,1,4
398,42974,0,1,0,0,0,0,1
399,42997,1,0,0,0,0,0,1
400,43085,0,0,0,0,0,0,0
401,43206,1,1,1,1,1,0,5
402,43273,0,1,0,0,0,0,1
403,43584,0,0,1,1,0,0,2
404,43705,0,0,0,0,0,0,0
405,43739,0,1,1,1,1,0,4
406,43761,1,1,1,1,1,0,5
407,44029,0,1,0,1,0,0,2
408,44264,0,0,1,0,0,0,1
409,44265,0,0,0,1,0,0,1
410,44360,0,1,1,1,1,0,4
411,44582,0,0,1,1,1,0,3
412,44705,0,0,0,0,0,1,0
413,44747,0,0,0,0,1,0,1
414,44773,0,0,1,1,1,1,3
415,44776,1,1,1,0,0,0,3
416,45051,1,0,0,1,1,0,3
417,45072,1,1,1,1,1,1,5
418,45096,1,1,0,1,1,0,4
419,45222,0,1,1,1,1,1,4
420,45266,1,1,1,1,1,0,5
421,45351,1,1,1,1,1,0,5
422,45356,1,0,0,0,0,0,1
423,45401,0,0,0,0,0,0,0
424,45433,0,0,0,0,0,0,0
425,45455,0,1,1,1,1,0,4
426,45477,1,0,0,1,1,0,3
427,45509,0,1,0,1,0,0,2
428,45966,0,0,1,1,0,0,2
429,46078,0,1,0,1,1,0,3
430,46119,0,0,1,1,0,0,2
431,46272,0,1,0,0,0,0,1
432,46315,1,1,1,1,0,0,4
433,46472,0,0,1,1,1,0,3
434,46485,0,0,0,0,0,0,0
435,46710,0,0,0,0,0,0,0
436,46922,0,0,0,0,0,0,0
437,46967,0,1,0,1,0,0,2
438,47016,0,1,0,0,0,0,1
439,47176,1,1,1,1,1,0,5
440,47190,1,1,1,1,0,1,4
441,47267,0,1,0,1,0,0,2
442,47415,0,1,0,1,1,0,3
443,47707,1,1,1,1,1,0,5
444,47723,0,0,0,1,0,0,1
445,47817,1,0,1,0,1,0,3
446,48007,1,1,1,1,1,1,5
447,48083,0,0,0,0,1,0,1
448,48276,0,0,0,0,0,0,0
449,48291,1,1,1,1,1,0,5
450,48293,0,1,0,0,1,0,2
451,48431,1,1,1,1,1,0,5
452,48461,1,1,0,1,1,1,4
453,48548,0,0,0,1,1,0,2
454,48566,1,1,1,0,1,0,4
455,48651,1,1,0,1,0,0,3
456,48663,1,0,1,0,0,0,2
457,48723,1,1,0,0,0,0,2
458,48892,1,0,1,0,1,1,3
459,49045,0,0,0,0,0,0,0
460,49202,1,0,0,1,1,0,3
461,49219,0,1,0,1,1,0,3
462,49333,1,0,1,1,0,0,3
463,49639,1,1,1,1,1,0,5
464,49677,0,1,0,0,0,0,1
465,49714,1,1,1,1,1,0,5
466,49779,0,0,0,0,0,0,0
467,49903,0,1,1,0,0,0,2
468,49975,0,1,0,0,1,0,2
469,50011,0,0,0,1,1,0,2
470,50028,1,0,0,0,1,0,2
471,50054,0,0,1,0,0,0,1
472,50096,0,0,0,1,0,0,1
473,50144,1,0,1,1,0,0,3
474,50207,1,1,0,1,0,0,3
475,50293,0,0,0,0,0,0,0
476,50294,1,1,1,1,1,0,5
477,50386,1,0,0,1,0,0,2
478,50464,1,0,0,1,0,0,2
479,50477,0,0,0,0,0,0,0
480,50571,1,0,0,1,0,0,2
481,50602,0,0,0,0,0,0,0
482,50604,1,0,1,1,0,1,3
483,50624,1,1,0,1,0,0,3
484,50804,0,0,0,0,0,0,0
485,50830,0,1,0,0,0,0,1
486,50949,0,1,1,1,0,0,3
487,51023,0,0,0,1,0,0,1
488,51216,1,1,1,0,0,0,3
489,51274,0,0,0,0,1,0,1
490,51363,0,0,0,1,0,0,1
491,51455,1,1,1,1,1,0,5
492,51498,0,0,0,0,0,0,0
493,51526,1,1,1,1,1,0,5
494,51643,0,0,0,0,0,0,0
495,51883,1,1,0,1,0,1,3
